Seaguard RCM SW
Product number:	4430
Serial number:	1711

		System Parameters(0)				Doppler Current Sensor #726(726)															Conductivity #1330(1330)		Temperature #856(856)		Pressure #1140(1140)
Record	Time tag (Gmt)	Battery Voltage(V)	Memory Used(Bytes)	Last Interval(ms)	Time Correction(ms)	Abs Speed(cm/s)	Direction(Deg.M)	North(cm/s)	East(cm/s)	Heading(Deg.M)	Tilt X(Deg)	Tilt Y(Deg)	SP Std(cm/s)	Strength(dB)	Ping Count	Abs Tilt(Deg)	Max Tilt(Deg)	Std Tilt(Deg)	Strength X(dB)	Strength Y(dB)	Conductivity(mS/cm)	Temperature(Deg.C)	Temperature(Deg.C)	Rawdata Temperature	Pressure(kPa)	Temperature(DegC)
725	07.04.24 00:30:00	8.399	8695808	299994	0.000	4.728	58.212	2.491	4.019	227.382	0.507	0.240	3.900	-34.830	100	0.567	0.746	0.061	-34.222	-35.438	27.784	-1.185	-1.208	12346587	1373.891	-1.198
726	07.04.24 00:35:00	8.399	8695808	299994	0.000	3.476	34.349	2.870	1.961	227.359	0.496	0.241	4.691	-35.284	100	0.558	0.699	0.058	-34.917	-35.651	27.784	-1.214	-1.210	12346915	1373.915	-1.203
727	07.04.24 00:40:00	8.405	8695808	299993	0.000	2.888	41.227	2.172	1.904	227.091	0.501	0.243	4.936	-35.430	100	0.561	0.679	0.051	-34.962	-35.898	27.784	-1.224	-1.223	12348860	1373.905	-1.210
728	07.04.24 00:45:00	8.405	8695808	299993	0.000	3.074	41.836	2.290	2.050	226.915	0.500	0.249	4.427	-34.932	100	0.564	0.742	0.068	-34.426	-35.438	27.784	-1.212	-1.208	12346699	1373.901	-1.206
729	07.04.24 00:50:00	8.405	8695808	299993	0.000	2.971	29.353	2.590	1.456	226.666	0.499	0.234	4.368	-34.929	100	0.556	0.735	0.063	-34.516	-35.341	27.784	-1.187	-1.197	12345084	1373.888	-1.185
730	07.04.24 00:55:00	8.399	8695808	299993	0.000	4.152	45.423	2.914	2.958	226.864	0.497	0.249	4.326	-35.146	100	0.560	0.683	0.052	-34.945	-35.347	27.784	-1.207	-1.209	12346826	1373.914	-1.203
731	07.04.24 01:00:00	8.399	8695808	299993	0.000	4.126	40.551	3.135	2.682	227.651	0.483	0.244	4.566	-34.731	100	0.546	0.660	0.046	-34.190	-35.271	27.825	-1.189	-1.192	12344292	1373.915	-1.193
732	07.04.24 01:05:00	8.399	8671232	299993	0.000	4.837	52.231	2.963	3.824	227.428	0.486	0.247	4.054	-35.157	100	0.548	0.643	0.046	-34.529	-35.786	27.825	-1.193	-1.196	12344945	1373.880	-1.188
733	07.04.24 01:10:00	8.387	8671232	299993	0.000	3.259	60.746	1.593	2.844	227.925	0.505	0.223	4.239	-34.808	100	0.557	0.705	0.049	-34.731	-34.885	27.784	-1.208	-1.201	12345655	1373.932	-1.190
734	07.04.24 01:15:00	8.399	8671232	299993	0.000	3.205	29.449	2.791	1.576	227.280	0.483	0.231	4.559	-34.668	100	0.539	0.645	0.050	-34.076	-35.260	27.825	-1.187	-1.192	12344270	1373.905	-1.184
735	07.04.24 01:20:00	8.399	8671232	299993	0.000	4.651	34.508	3.833	2.635	226.640	0.486	0.224	4.357	-34.658	100	0.540	0.643	0.044	-34.076	-35.239	27.825	-1.193	-1.194	12344560	1373.934	-1.185
736	07.04.24 01:25:00	8.399	8671232	299993	0.000	3.745	41.756	2.794	2.494	226.734	0.479	0.242	4.773	-35.507	100	0.540	0.683	0.044	-35.095	-35.918	27.784	-1.212	-1.209	12346774	1373.903	-1.199
737	07.04.24 01:30:00	8.405	8671232	299993	0.000	3.340	68.228	1.239	3.102	226.984	0.467	0.237	4.696	-35.170	100	0.528	0.631	0.048	-34.587	-35.752	27.784	-1.195	-1.201	12345603	1373.950	-1.192
738	07.04.24 01:35:00	8.405	8671232	299993	0.000	4.592	26.479	4.111	2.048	226.747	0.469	0.219	4.618	-35.289	100	0.522	0.624	0.045	-34.988	-35.589	27.784	-1.205	-1.197	12345092	1373.934	-1.187
739	07.04.24 01:40:00	8.405	8671232	299993	0.000	3.114	56.250	1.730	2.589	226.507	0.450	0.222	4.665	-34.827	100	0.504	0.618	0.045	-34.667	-34.988	27.804	-1.191	-1.194	12344605	1373.908	-1.186
740	07.04.24 01:45:00	8.399	8671232	299993	0.000	4.578	39.490	3.533	2.911	226.992	0.464	0.218	4.477	-35.029	100	0.516	0.638	0.052	-34.731	-35.328	27.784	-1.207	-1.194	12344635	1373.898	-1.185
741	07.04.24 01:50:00	8.399	8671232	299994	0.000	3.619	33.304	3.025	1.987	226.817	0.464	0.211	4.733	-35.091	100	0.514	0.643	0.052	-34.931	-35.251	27.804	-1.201	-1.193	12344486	1373.913	-1.184
742	07.04.24 01:55:00	8.399	8671232	299994	0.000	6.162	50.615	3.910	4.763	226.957	0.459	0.219	4.600	-35.322	100	0.517	0.640	0.049	-35.023	-35.621	27.784	-1.193	-1.194	12344531	1373.946	-1.184
743	07.04.24 02:00:00	8.393	8671232	299994	0.000	3.345	60.869	1.628	2.922	225.881	0.458	0.199	4.380	-35.679	100	0.503	0.608	0.048	-35.193	-36.165	27.784	-1.199	-1.195	12344784	1373.915	-1.185
744	07.04.24 02:05:00	8.393	8671232	299993	0.000	4.704	58.861	2.432	4.026	225.675	0.451	0.212	4.542	-35.374	100	0.502	0.619	0.045	-35.079	-35.670	27.804	-1.201	-1.192	12344299	1373.903	-1.183
745	07.04.24 02:10:00	8.393	8675328	299993	0.000	4.207	56.844	2.301	3.522	225.699	0.457	0.206	4.242	-35.400	100	0.504	0.610	0.052	-35.273	-35.526	27.804	-1.207	-1.194	12344635	1373.931	-1.183
746	07.04.24 02:15:00	8.399	8675328	299994	0.000	2.675	36.366	2.154	1.586	224.951	0.446	0.213	4.680	-35.272	100	0.497	0.611	0.052	-34.838	-35.705	27.804	-1.201	-1.189	12343788	1373.935	-1.181
747	07.04.24 02:20:00	8.393	8675328	299994	0.000	3.075	51.931	1.896	2.421	224.207	0.432	0.229	4.443	-34.992	100	0.493	0.620	0.045	-34.240	-35.744	27.825	-1.185	-1.191	12344173	1373.913	-1.183
748	07.04.24 02:25:00	8.393	8675328	299994	0.000	4.011	64.648	1.717	3.625	223.206	0.445	0.201	4.700	-34.582	100	0.493	0.595	0.049	-34.766	-34.397	27.825	-1.179	-1.188	12343699	1373.933	-1.179
749	07.04.24 02:30:00	8.393	8675328	299993	0.000	4.232	47.506	2.859	3.121	223.113	0.446	0.207	4.549	-35.777	100	0.495	0.590	0.043	-35.456	-36.099	27.825	-1.185	-1.186	12343468	1373.935	-1.178
750	07.04.24 02:35:00	8.393	8675328	299993	0.000	4.452	67.557	1.700	4.115	222.704	0.437	0.210	4.427	-35.414	100	0.489	0.638	0.048	-35.033	-35.796	27.825	-1.191	-1.185	12343207	1373.934	-1.175
751	07.04.24 02:40:00	8.393	8675328	299993	0.000	3.693	60.209	1.835	3.205	222.541	0.434	0.218	4.922	-34.913	100	0.489	0.594	0.046	-34.480	-35.346	27.825	-1.175	-1.186	12343371	1373.918	-1.176
752	07.04.24 02:45:00	8.393	8675328	299994	0.000	3.743	30.830	3.214	1.918	222.939	0.424	0.192	4.470	-35.137	100	0.470	0.590	0.049	-34.598	-35.676	27.825	-1.187	-1.186	12343386	1373.934	-1.176
753	07.04.24 02:50:00	8.393	8675328	299994	0.000	4.545	51.504	2.829	3.557	222.928	0.446	0.200	4.173	-35.310	100	0.494	0.649	0.047	-34.886	-35.734	27.825	-1.185	-1.179	12342401	1373.889	-1.170
754	07.04.24 02:55:00	8.393	8675328	299993	0.000	3.618	46.725	2.480	2.634	223.198	0.436	0.192	4.806	-35.217	100	0.480	0.584	0.045	-34.762	-35.673	27.825	-1.179	-1.180	12342513	1373.931	-1.172
755	07.04.24 03:00:00	8.393	8675328	299993	0.000	3.635	45.988	2.526	2.614	223.591	0.437	0.191	4.784	-35.023	100	0.482	0.598	0.053	-34.861	-35.185	27.825	-1.172	-1.177	12342174	1373.902	-1.169
756	07.04.24 03:05:00	8.393	8675328	299994	0.000	3.477	45.438	2.440	2.478	222.976	0.433	0.189	4.893	-35.028	100	0.477	0.601	0.046	-34.617	-35.438	27.825	-1.175	-1.170	12341146	1373.910	-1.164
757	07.04.24 03:10:00	8.393	8675328	299994	0.000	3.943	45.887	2.745	2.831	222.760	0.432	0.201	4.194	-34.920	100	0.483	0.689	0.050	-34.991	-34.849	27.825	-1.177	-1.166	12340434	1373.902	-1.160
758	07.04.24 03:15:00	8.393	8675328	299994	0.000	4.348	53.090	2.611	3.476	222.898	0.425	0.207	4.214	-34.728	100	0.479	0.595	0.045	-34.273	-35.183	27.825	-1.168	-1.168	12340827	1373.890	-1.160
759	07.04.24 03:20:00	8.387	8675328	299994	0.000	4.671	60.845	2.276	4.079	221.883	0.425	0.197	4.548	-34.783	100	0.473	0.554	0.043	-34.146	-35.421	27.825	-1.166	-1.169	12340962	1373.907	-1.160
760	07.04.24 03:25:00	8.393	8675328	299994	0.000	3.779	56.043	2.111	3.134	221.676	0.434	0.183	4.888	-35.090	100	0.474	0.586	0.048	-34.738	-35.441	27.825	-1.175	-1.162	12339919	1373.889	-1.154
761	07.04.24 03:30:00	8.387	8675328	299994	0.000	3.190	55.941	1.787	2.643	220.960	0.429	0.193	4.807	-34.425	100	0.475	0.652	0.054	-33.773	-35.078	27.825	-1.166	-1.161	12339785	1373.898	-1.153
762	07.04.24 03:35:00	8.393	8675328	299994	0.000	4.018	48.851	2.644	3.026	221.347	0.417	0.174	4.427	-35.122	100	0.457	0.592	0.050	-34.637	-35.606	27.825	-1.173	-1.163	12340054	1373.902	-1.154
763	07.04.24 03:40:00	8.393	8675328	299994	0.000	2.099	26.086	1.885	0.923	221.099	0.422	0.186	4.317	-34.746	100	0.466	0.592	0.048	-34.186	-35.306	27.825	-1.177	-1.163	12340091	1373.888	-1.155
764	07.04.24 03:45:00	8.393	8675328	299994	0.000	4.199	44.307	3.005	2.933	220.756	0.429	0.178	4.492	-34.428	100	0.469	0.607	0.048	-33.950	-34.906	27.825	-1.160	-1.163	12340091	1373.880	-1.151
765	07.04.24 03:50:00	8.393	8675328	299994	0.000	3.745	38.618	2.926	2.337	220.428	0.400	0.183	4.457	-34.595	100	0.445	0.539	0.042	-34.227	-34.964	27.825	-1.160	-1.156	12339058	1373.889	-1.148
766	07.04.24 03:55:00	8.387	8675328	299993	0.000	3.412	41.354	2.561	2.255	221.092	0.423	0.188	4.743	-34.870	100	0.470	0.580	0.050	-34.524	-35.216	27.825	-1.154	-1.151	12338318	1373.870	-1.143
767	07.04.24 04:00:00	8.387	8675328	299994	0.000	4.163	60.070	2.077	3.608	221.785	0.423	0.175	4.724	-34.820	100	0.467	0.588	0.052	-34.949	-34.691	27.825	-1.142	-1.151	12338213	1373.905	-1.140
768	07.04.24 04:05:00	8.387	8675328	299993	0.000	4.329	50.555	2.750	3.343	222.971	0.442	0.182	4.079	-34.603	100	0.489	0.659	0.068	-34.277	-34.930	27.866	-1.146	-1.142	12337018	1373.888	-1.133
769	07.04.24 04:10:00	8.393	8675328	299994	0.000	4.457	37.132	3.554	2.691	223.137	0.424	0.187	4.033	-34.850	100	0.474	0.652	0.062	-34.631	-35.069	27.866	-1.144	-1.142	12336988	1373.868	-1.133
770	07.04.24 04:15:00	8.387	8675328	299994	0.000	4.449	47.554	3.002	3.283	223.560	0.427	0.182	4.042	-33.531	100	0.488	0.706	0.068	-32.152	-34.911	27.866	-1.137	-1.140	12336628	1373.857	-1.129
771	07.04.24 04:20:00	8.381	8675328	299994	0.000	4.419	39.683	3.401	2.821	224.088	0.426	0.198	4.445	-35.119	100	0.487	0.658	0.075	-35.116	-35.122	27.866	-1.138	-1.133	12335709	1373.867	-1.127
772	07.04.24 04:25:00	8.393	8675328	299994	0.000	5.196	48.226	3.462	3.875	225.121	0.435	0.183	4.330	-35.070	100	0.495	0.682	0.063	-34.593	-35.546	27.866	-1.131	-1.134	12335754	1373.860	-1.126
773	07.04.24 04:30:00	8.387	8675328	299994	0.000	4.926	39.899	3.779	3.160	225.411	0.434	0.181	4.619	-34.894	100	0.556	0.878	0.113	-34.542	-35.246	27.866	-1.144	-1.133	12335594	1373.861	-1.124
774	07.04.24 04:35:00	8.387	8675328	299994	0.000	4.754	31.209	4.066	2.463	225.949	0.430	0.181	4.362	-35.408	100	0.575	0.867	0.116	-35.117	-35.699	27.866	-1.133	-1.134	12335799	1373.857	-1.125
775	07.04.24 04:40:00	8.381	8675328	299994	0.000	4.250	49.778	2.745	3.245	225.749	0.434	0.194	4.071	-35.212	100	0.537	0.883	0.098	-34.675	-35.749	27.866	-1.127	-1.131	12335278	1373.872	-1.124
776	07.04.24 04:45:00	8.375	8675328	299994	0.000	4.596	44.447	3.281	3.218	225.944	0.429	0.188	4.644	-35.587	100	0.517	0.912	0.116	-35.479	-35.695	27.866	-1.142	-1.130	12335223	1373.867	-1.122
777	07.04.24 04:50:00	8.387	8675328	299994	0.000	3.587	58.988	1.848	3.075	226.559	0.433	0.177	4.726	-35.300	100	0.531	0.876	0.104	-35.070	-35.529	27.866	-1.123	-1.126	12334643	1373.865	-1.118
778	07.04.24 04:55:00	8.387	8675328	299994	0.000	5.146	43.714	3.720	3.556	225.980	0.440	0.179	4.308	-34.079	100	0.542	0.852	0.107	-32.741	-35.417	27.866	-1.125	-1.126	12334542	1373.865	-1.117
779	07.04.24 05:00:00	8.387	8675328	299994	0.000	3.695	34.690	3.038	2.103	226.580	0.409	0.176	4.612	-35.165	100	0.540	0.886	0.138	-34.763	-35.567	27.866	-1.119	-1.125	12334531	1373.881	-1.118
780	07.04.24 05:05:00	8.387	8675328	299994	0.000	5.082	28.414	4.470	2.418	225.992	0.427	0.176	4.381	-35.229	100	0.516	0.810	0.104	-34.722	-35.736	27.866	-1.127	-1.124	12334348	1373.877	-1.116
781	07.04.24 05:10:00	8.387	8675328	299993	0.000	5.263	30.242	4.546	2.651	226.554	0.438	0.177	4.911	-35.261	100	0.565	0.966	0.126	-35.175	-35.347	27.866	-1.125	-1.123	12334124	1373.830	-1.115
782	07.04.24 05:15:00	8.381	8675328	299994	0.000	5.178	36.116	4.183	3.052	230.174	0.423	0.168	4.365	-35.150	100	0.734	1.224	0.232	-34.790	-35.509	27.866	-1.125	-1.117	12333241	1373.876	-1.112
783	07.04.24 05:20:00	8.381	8675328	299994	0.000	6.032	43.921	4.345	4.184	230.926	0.429	0.151	5.087	-35.122	100	0.509	0.795	0.104	-34.772	-35.473	27.866	-1.111	-1.120	12333662	1373.865	-1.111
784	07.04.24 05:25:00	8.381	8675328	299994	0.000	5.576	37.122	4.446	3.365	230.668	0.448	0.149	4.699	-35.000	100	0.557	0.892	0.127	-34.227	-35.773	27.866	-1.115	-1.111	12332409	1373.866	-1.106
785	07.04.24 05:30:00	8.375	8675328	299994	0.000	6.393	20.468	5.990	2.236	233.269	0.430	0.155	3.864	-35.118	100	0.561	1.060	0.173	-34.549	-35.688	27.866	-1.107	-1.109	12332103	1373.874	-1.105
786	07.04.24 05:35:00	8.381	8675328	299994	0.000	5.597	36.051	4.525	3.294	239.700	0.433	0.126	3.971	-35.049	100	0.516	0.910	0.140	-34.549	-35.548	27.866	-1.115	-1.110	12332282	1373.845	-1.103
787	07.04.24 05:40:00	8.375	8675328	299994	0.000	5.314	51.579	3.302	4.164	243.051	0.434	0.128	4.655	-34.988	100	0.471	0.676	0.102	-34.515	-35.460	27.866	-1.096	-1.109	12332073	1373.833	-1.103
788	07.04.24 05:45:00	8.375	8675328	299994	0.000	5.949	42.383	4.395	4.010	243.632	0.434	0.120	3.999	-35.294	100	0.465	0.689	0.089	-34.976	-35.613	27.866	-1.123	-1.108	12331946	1373.825	-1.100
789	07.04.24 05:50:00	8.381	8675328	299994	0.000	6.620	36.734	5.305	3.959	247.776	0.447	0.112	5.436	-35.118	100	0.475	0.674	0.097	-34.395	-35.842	27.866	-1.094	-1.108	12332014	1373.861	-1.100
790	07.04.24 05:55:00	8.381	8675328	299993	0.000	5.653	40.458	4.301	3.668	248.451	0.446	0.116	5.159	-34.859	100	0.472	0.657	0.096	-34.263	-35.455	27.866	-1.107	-1.109	12332066	1373.860	-1.101
791	07.04.24 06:00:00	8.375	8675328	299994	0.000	6.024	33.218	5.039	3.300	249.446	0.430	0.135	4.634	-35.000	100	0.463	0.654	0.097	-34.614	-35.386	27.866	-1.111	-1.109	12332126	1373.810	-1.103
792	07.04.24 06:05:00	8.375	8675328	299993	0.000	5.753	46.879	3.932	4.199	250.794	0.418	0.131	4.239	-34.968	100	0.449	0.679	0.105	-34.549	-35.387	27.866	-1.109	-1.109	12332178	1373.821	-1.104
793	07.04.24 06:10:00	8.375	8675328	299994	0.000	3.446	47.984	2.306	2.560	254.794	0.413	0.139	4.178	-34.968	100	0.444	0.613	0.105	-34.939	-34.997	27.866	-1.121	-1.113	12332717	1373.815	-1.112
794	07.04.24 06:15:00	8.375	8675328	299993	0.000	5.958	40.873	4.505	3.899	260.289	0.397	0.141	4.081	-34.772	100	0.432	0.690	0.131	-34.434	-35.110	27.866	-1.107	-1.110	12332222	1373.816	-1.105
795	07.04.24 06:20:00	8.369	8675328	299994	0.000	6.048	31.103	5.178	3.124	266.833	0.397	0.101	4.643	-35.346	100	0.420	0.635	0.104	-34.858	-35.835	27.866	-1.094	-1.116	12333140	1373.788	-1.107
796	07.04.24 06:25:00	8.369	8675328	299993	0.000	5.748	48.538	3.806	4.308	268.371	0.396	0.128	4.354	-35.157	100	0.424	0.721	0.124	-34.787	-35.528	27.866	-1.115	-1.117	12333345	1373.779	-1.110
797	07.04.24 06:30:00	8.375	8675328	299994	0.000	5.289	35.418	4.311	3.065	270.317	0.405	0.119	4.560	-35.107	100	0.432	0.704	0.119	-34.614	-35.600	27.866	-1.113	-1.119	12333587	1373.793	-1.110
798	07.04.24 06:35:00	8.375	8675328	299993	0.000	6.340	29.687	5.508	3.140	274.512	0.394	0.070	4.171	-35.092	100	0.407	0.671	0.147	-34.525	-35.660	27.866	-1.121	-1.121	12333912	1373.795	-1.114
799	07.04.24 06:40:00	8.375	8675328	299993	0.000	5.923	43.324	4.309	4.064	281.595	0.388	0.057	4.309	-35.341	100	0.406	0.708	0.132	-34.631	-36.051	27.866	-1.121	-1.124	12334356	1373.800	-1.118
800	07.04.24 06:45:00	8.375	8675328	299994	0.000	8.306	48.349	5.520	6.206	288.242	0.369	0.063	4.565	-35.346	100	0.384	0.678	0.124	-34.742	-35.949	27.866	-1.137	-1.134	12335836	1373.759	-1.122
801	07.04.24 06:50:00	8.369	8675328	299994	0.000	6.619	49.047	4.338	4.999	288.631	0.371	0.093	4.423	-35.632	100	0.391	0.662	0.130	-35.286	-35.978	27.866	-1.150	-1.136	12336147	1373.770	-1.127
802	07.04.24 06:55:00	8.375	8675328	299993	0.000	7.009	45.380	4.923	4.989	289.149	0.384	0.075	4.744	-35.654	100	0.400	0.643	0.134	-35.048	-36.260	27.866	-1.148	-1.138	12336433	1373.771	-1.130
803	07.04.24 07:00:00	8.375	8679424	299994	0.000	8.245	34.644	6.784	4.687	289.701	0.378	0.061	4.287	-35.615	100	0.392	0.627	0.120	-35.437	-35.794	27.866	-1.144	-1.139	12336459	1373.735	-1.130
804	07.04.24 07:05:00	8.369	8679424	299994	0.000	7.329	50.074	4.704	5.620	290.696	0.369	0.102	4.420	-35.756	100	0.390	0.625	0.124	-35.371	-36.141	27.866	-1.138	-1.135	12335918	1373.703	-1.128
805	07.04.24 07:10:00	8.375	8679424	299994	0.000	8.316	49.215	5.432	6.296	294.055	0.376	0.068	5.079	-35.593	100	0.404	0.920	0.234	-35.103	-36.084	27.866	-1.137	-1.133	12335709	1373.734	-1.126
806	07.04.24 07:15:00	8.369	8679424	299994	0.000	7.350	49.517	4.772	5.590	295.384	0.373	0.073	4.821	-35.603	100	0.413	0.869	0.277	-35.075	-36.131	27.866	-1.127	-1.130	12335185	1373.721	-1.121
807	07.04.24 07:20:00	8.369	8679424	299993	0.000	7.477	37.005	5.971	4.501	297.391	0.371	0.068	4.747	-35.690	100	0.402	0.929	0.248	-35.273	-36.107	27.866	-1.137	-1.128	12334965	1373.694	-1.120
808	07.04.24 07:25:00	8.375	8679424	299993	0.000	8.101	49.849	5.224	6.192	307.060	0.336	0.088	4.844	-35.503	100	0.407	0.929	0.291	-35.244	-35.762	27.866	-1.117	-1.116	12333209	1373.687	-1.114
809	07.04.24 07:30:00	8.375	8679424	299993	0.000	8.267	43.031	6.043	5.641	308.938	0.316	0.085	4.538	-35.557	100	0.363	0.839	0.242	-34.865	-36.250	27.866	-1.137	-1.124	12334281	1373.686	-1.115
810	07.04.24 07:35:00	8.369	8679424	299993	0.000	6.978	47.754	4.691	5.165	308.716	0.319	0.073	4.434	-35.180	100	0.333	0.566	0.095	-34.898	-35.462	27.866	-1.121	-1.115	12332929	1373.695	-1.109
811	07.04.24 07:40:00	8.369	8679424	299993	0.000	7.837	47.850	5.259	5.810	312.805	0.308	0.072	4.814	-35.468	100	0.378	0.889	0.254	-34.788	-36.149	27.866	-1.127	-1.114	12332825	1373.722	-1.108
812	07.04.24 07:45:00	8.363	8679424	299993	0.000	7.180	46.607	4.932	5.217	311.190	0.332	0.070	4.485	-35.332	100	0.368	0.846	0.239	-34.890	-35.775	27.866	-1.096	-1.105	12331477	1373.703	-1.098
813	07.04.24 07:50:00	8.363	8679424	299993	0.000	7.900	53.233	4.729	6.329	312.114	0.320	0.058	4.793	-35.529	100	0.392	0.890	0.264	-34.679	-36.378	27.866	-1.111	-1.107	12331857	1373.685	-1.101
814	07.04.24 07:55:00	8.369	8679424	299994	0.000	6.905	44.021	4.965	4.798	311.290	0.324	0.088	4.733	-35.387	100	0.386	1.030	0.260	-34.816	-35.958	27.866	-1.109	-1.099	12330604	1373.718	-1.094
815	07.04.24 08:00:00	8.369	8679424	299994	0.000	8.842	52.873	5.337	7.050	313.046	0.315	0.039	4.250	-35.382	100	0.398	0.941	0.283	-35.063	-35.701	27.866	-1.092	-1.094	12329886	1373.694	-1.087
816	07.04.24 08:05:00	8.358	8679424	299994	0.000	6.387	38.491	4.999	3.975	313.739	0.309	0.081	5.291	-35.540	100	0.389	0.845	0.258	-35.277	-35.804	27.887	-1.090	-1.092	12329556	1373.700	-1.084
817	07.04.24 08:10:00	8.358	8679424	299994	0.000	7.757	53.781	4.583	6.258	314.370	0.307	0.077	4.492	-35.272	100	0.401	0.912	0.258	-34.790	-35.755	27.887	-1.100	-1.089	12329250	1373.662	-1.082
818	07.04.24 08:15:00	8.363	8679424	299994	0.000	7.551	38.636	5.898	4.714	313.882	0.305	0.120	4.763	-35.628	100	0.383	0.824	0.255	-35.031	-36.225	27.887	-1.092	-1.090	12329362	1373.657	-1.081
819	07.04.24 08:20:00	8.369	8679424	299994	0.000	9.244	50.413	5.891	7.124	311.769	0.329	0.112	4.500	-35.139	100	0.359	0.700	0.123	-34.660	-35.619	27.866	-1.092	-1.093	12329782	1373.619	-1.085
820	07.04.24 08:25:00	8.363	8679424	299994	0.000	8.257	45.249	5.813	5.864	311.620	0.319	0.097	4.754	-35.669	100	0.421	0.970	0.282	-34.956	-36.382	27.887	-1.100	-1.089	12329187	1373.632	-1.080
821	07.04.24 08:30:00	8.363	8679424	299993	0.000	7.752	24.986	7.026	3.274	308.948	0.334	0.150	4.484	-35.626	100	0.449	0.923	0.278	-34.893	-36.359	27.887	-1.088	-1.086	12328762	1373.646	-1.078
822	07.04.24 08:35:00	8.363	8679424	299994	0.000	8.873	47.102	6.040	6.500	308.268	0.322	0.146	4.571	-35.594	100	0.419	0.913	0.285	-35.231	-35.956	27.887	-1.090	-1.088	12328978	1373.668	-1.080
823	07.04.24 08:40:00	8.363	8679424	299994	0.000	10.266	54.249	5.998	8.332	301.773	0.368	0.127	4.410	-35.914	100	0.399	0.723	0.186	-35.410	-36.418	27.887	-1.090	-1.092	12329601	1373.621	-1.081
824	07.04.24 08:45:00	8.369	8679424	299994	0.000	9.101	45.069	6.428	6.443	297.035	0.371	0.178	4.329	-35.522	100	0.421	0.745	0.172	-35.187	-35.858	27.866	-1.105	-1.102	12331044	1373.620	-1.091
825	07.04.24 08:50:00	8.363	8679424	299993	0.000	8.125	53.354	4.849	6.519	284.856	0.432	0.109	4.546	-35.689	100	0.451	0.762	0.121	-35.360	-36.017	27.887	-1.100	-1.084	12328415	1373.677	-1.076
826	07.04.24 08:55:00	8.363	8679424	299994	0.000	8.531	37.455	6.772	5.188	282.701	0.440	0.064	4.771	-35.095	100	0.452	0.743	0.141	-34.705	-35.485	27.908	-1.076	-1.080	12327904	1373.706	-1.076
827	07.04.24 09:00:00	8.363	8679424	299994	0.000	8.064	45.057	5.696	5.708	283.029	0.477	0.038	4.416	-34.846	100	0.484	0.698	0.080	-34.196	-35.495	27.887	-1.092	-1.092	12329638	1373.683	-1.084
828	07.04.24 09:05:00	8.363	8679424	299994	0.000	9.850	48.258	6.558	7.350	279.661	0.507	0.048	4.659	-34.989	100	0.514	0.717	0.076	-34.485	-35.493	27.866	-1.109	-1.116	12333088	1373.678	-1.108
829	07.04.24 09:10:00	8.358	8679424	299993	0.000	9.781	48.454	6.487	7.320	275.326	0.547	0.074	4.828	-35.118	100	0.559	0.794	0.103	-34.626	-35.609	27.846	-1.125	-1.128	12334943	1373.686	-1.120
830	07.04.24 09:15:00	8.358	8679424	299994	0.000	10.240	45.113	7.227	7.255	272.911	0.531	0.085	4.737	-34.943	100	0.545	0.792	0.092	-34.608	-35.277	27.846	-1.115	-1.132	12335545	1373.646	-1.115
831	07.04.24 09:20:00	8.363	8679424	299993	0.000	8.087	44.756	5.742	5.694	270.873	0.491	0.137	4.505	-34.998	100	0.517	0.715	0.088	-34.473	-35.522	27.846	-1.142	-1.145	12337440	1373.677	-1.139
832	07.04.24 09:25:00	8.358	8679424	299994	0.000	8.859	34.449	7.305	5.011	267.368	0.501	0.093	4.516	-35.317	100	0.516	0.693	0.094	-34.756	-35.878	27.825	-1.152	-1.156	12338991	1373.675	-1.140
833	07.04.24 09:30:00	8.358	8679424	299994	0.000	8.332	43.826	6.011	5.769	262.238	0.520	0.143	4.377	-35.504	100	0.548	0.778	0.098	-35.086	-35.922	27.825	-1.156	-1.159	12339405	1373.661	-1.150
834	07.04.24 09:35:00	8.352	8679424	299994	0.000	8.963	41.660	6.696	5.958	256.116	0.546	0.182	5.021	-35.362	100	0.582	0.767	0.067	-35.020	-35.704	27.825	-1.173	-1.163	12340098	1373.658	-1.153
835	07.04.24 09:40:00	8.363	8679424	299993	0.000	9.258	35.608	7.527	5.390	254.277	0.535	0.165	4.331	-35.089	100	0.568	0.801	0.090	-34.737	-35.441	27.825	-1.162	-1.161	12339711	1373.701	-1.149
836	07.04.24 09:45:00	8.352	8679424	299994	0.000	9.886	44.205	7.087	6.893	246.263	0.591	0.166	4.138	-35.403	100	0.620	0.768	0.068	-35.184	-35.622	27.825	-1.146	-1.150	12338139	1373.713	-1.142
837	07.04.24 09:50:00	8.358	8679424	299994	0.000	8.984	42.113	6.664	6.024	243.046	0.607	0.173	5.218	-35.608	100	0.638	0.792	0.066	-35.213	-36.003	27.825	-1.148	-1.148	12337876	1373.714	-1.139
838	07.04.24 09:55:00	8.358	8679424	299994	0.000	7.651	26.139	6.869	3.371	233.779	0.643	0.217	4.457	-35.254	100	0.706	1.081	0.134	-34.836	-35.672	27.825	-1.131	-1.150	12338087	1373.619	-1.136
839	07.04.24 10:00:00	8.358	8679424	299994	0.000	4.470	37.720	3.535	2.734	171.389	0.760	-0.144	4.598	-38.553	100	0.816	1.825	0.250	-37.973	-39.134	27.763	-1.240	-1.206	12346386	880.270	-1.238
