Seaguard RCM SW
Product number:	4430
Serial number:	1711

		System Parameters(0)				Doppler Current Sensor #726(726)															Conductivity #1330(1330)		Temperature #856(856)		Pressure #1140(1140)
Record	Time tag (Gmt)	Battery Voltage(V)	Memory Used(Bytes)	Last Interval(ms)	Time Correction(ms)	Abs Speed(cm/s)	Direction(Deg.M)	North(cm/s)	East(cm/s)	Heading(Deg.M)	Tilt X(Deg)	Tilt Y(Deg)	SP Std(cm/s)	Strength(dB)	Ping Count	Abs Tilt(Deg)	Max Tilt(Deg)	Std Tilt(Deg)	Strength X(dB)	Strength Y(dB)	Conductivity(mS/cm)	Temperature(Deg.C)	Temperature(Deg.C)	Rawdata Temperature	Pressure(kPa)	Temperature(DegC)
114	04.04.24 21:35:00	8.742	8646656	299994	0.000	7.707	340.885	7.282	-2.524	114.348	0.624	0.411	4.599	-40.931	100	0.789	1.074	0.101	-40.832	-41.031	27.441	-1.636	-1.628	12408016	1374.067	-1.624
115	04.04.24 21:40:00	8.736	8646656	299994	0.000	7.587	329.151	6.514	-3.891	118.819	0.707	0.458	4.769	-41.140	100	0.943	1.314	0.142	-40.679	-41.600	27.448	-1.616	-1.627	12407852	1373.973	-1.616
116	04.04.24 21:45:00	8.736	8646656	299994	0.000	9.490	355.935	9.466	-0.673	123.130	0.737	0.424	4.798	-40.845	100	0.872	1.066	0.082	-40.483	-41.207	27.446	-1.620	-1.625	12407651	1373.968	-1.618
117	04.04.24 21:50:00	8.736	8646656	299993	0.000	9.577	15.359	9.235	2.537	134.661	0.748	0.554	4.403	-38.366	100	0.956	1.230	0.116	-37.900	-38.833	27.617	-1.499	-1.461	12383638	1374.032	-1.456
118	04.04.24 21:55:00	8.736	8646656	299994	0.000	9.493	37.839	7.497	5.823	151.802	0.765	0.618	4.287	-38.081	100	0.996	1.234	0.102	-37.417	-38.745	27.879	-1.189	-1.128	12334868	1374.028	-1.124
119	04.04.24 22:00:00	8.742	8646656	299994	0.000	10.370	46.107	7.190	7.473	155.999	0.723	0.586	4.323	-37.808	100	0.940	1.213	0.087	-37.302	-38.315	27.896	-1.162	-1.134	12335829	1374.033	-1.131
120	04.04.24 22:05:00	8.742	8646656	299994	0.000	10.308	43.527	7.474	7.099	156.662	0.806	0.618	4.864	-38.467	100	1.027	1.245	0.074	-38.161	-38.773	27.885	-1.179	-1.184	12343151	1373.948	-1.172
121	04.04.24 22:10:00	8.736	8646656	299994	0.000	9.522	37.691	7.535	5.822	155.807	0.757	0.606	4.288	-38.371	100	0.981	1.191	0.079	-37.988	-38.754	27.858	-1.160	-1.156	12339006	1374.011	-1.149
122	04.04.24 22:15:00	8.736	8646656	299994	0.000	9.827	43.092	7.176	6.714	155.854	0.711	0.568	4.079	-38.153	100	0.932	1.204	0.110	-37.847	-38.459	27.878	-1.152	-1.130	12335200	1374.041	-1.127
123	04.04.24 22:20:00	8.736	8646656	299994	0.000	9.137	44.360	6.533	6.389	156.669	0.769	0.593	4.181	-37.935	100	0.989	1.245	0.111	-37.718	-38.151	27.838	-1.208	-1.187	12343550	1374.034	-1.183
124	04.04.24 22:25:00	8.736	8650752	299993	0.000	9.472	41.108	7.137	6.227	156.202	0.767	0.605	4.495	-37.498	100	0.988	1.189	0.089	-37.012	-37.985	27.922	-1.117	-1.098	12330567	1374.007	-1.093
125	04.04.24 22:30:00	8.730	8650752	299993	0.000	8.862	36.397	7.133	5.258	156.161	0.761	0.580	4.871	-37.677	100	0.975	1.300	0.119	-37.332	-38.022	27.879	-1.146	-1.157	12339140	1373.969	-1.140
126	04.04.24 22:35:00	8.736	8650752	299993	0.000	10.416	39.079	8.085	6.566	156.667	0.761	0.572	4.626	-37.768	100	0.966	1.232	0.109	-37.354	-38.183	27.896	-1.150	-1.130	12335200	1374.016	-1.127
127	04.04.24 22:40:00	8.736	8650752	299994	0.000	7.236	36.820	5.793	4.337	155.605	0.724	0.510	4.810	-37.031	100	0.903	1.163	0.118	-36.472	-37.591	27.841	-1.135	-1.176	12341883	1373.917	-1.148
128	04.04.24 22:45:00	8.730	8650752	299994	0.000	10.527	52.090	6.468	8.305	158.453	0.767	0.522	5.096	-37.406	100	0.940	1.225	0.095	-36.907	-37.905	27.821	-1.220	-1.194	12344523	1374.024	-1.198
129	04.04.24 22:50:00	8.736	8650752	299994	0.000	9.972	50.214	6.381	7.663	163.176	0.750	0.547	4.445	-37.805	100	0.939	1.133	0.091	-37.367	-38.243	27.622	-1.349	-1.413	12376669	1373.875	-1.394
130	04.04.24 22:55:00	8.730	8650752	299993	0.000	8.651	54.950	4.968	7.082	163.064	0.726	0.477	4.470	-36.908	100	0.879	1.152	0.112	-36.778	-37.038	27.760	-1.292	-1.273	12356214	1373.988	-1.269
131	04.04.24 23:00:00	8.730	8650752	299993	0.000	9.304	54.773	5.366	7.600	162.934	0.733	0.485	4.774	-37.352	100	0.895	1.196	0.136	-36.780	-37.924	27.660	-1.325	-1.357	12368530	1373.894	-1.336
132	04.04.24 23:05:00	8.724	8650752	299993	0.000	9.485	54.880	5.457	7.758	164.490	0.744	0.434	4.768	-37.774	100	0.936	1.488	0.292	-37.395	-38.153	27.705	-1.339	-1.338	12365744	1373.895	-1.328
133	04.04.24 23:10:00	8.724	8650752	299994	0.000	9.568	58.052	5.063	8.119	163.425	0.735	0.478	4.465	-37.896	100	0.966	1.563	0.299	-37.304	-38.487	27.720	-1.316	-1.317	12362591	1373.901	-1.307
134	04.04.24 23:15:00	8.730	8650752	299993	0.000	9.452	45.142	6.667	6.700	162.426	0.717	0.470	4.141	-36.803	100	0.935	1.504	0.289	-36.229	-37.377	27.742	-1.306	-1.293	12359162	1373.901	-1.288
135	04.04.24 23:20:00	8.724	8650752	299993	0.000	8.677	53.406	5.172	6.966	163.101	0.725	0.500	5.043	-37.359	100	0.966	1.538	0.313	-37.170	-37.549	27.760	-1.292	-1.276	12356632	1373.935	-1.275
136	04.04.24 23:25:00	8.724	8650752	299993	0.000	8.861	51.929	5.464	6.976	162.118	0.734	0.524	4.548	-37.056	100	0.973	1.591	0.291	-36.704	-37.408	27.747	-1.296	-1.289	12358500	1373.899	-1.278
137	04.04.24 23:30:00	8.724	8650752	299993	0.000	8.858	44.560	6.312	6.215	162.810	0.720	0.577	4.196	-37.210	100	1.010	1.567	0.273	-36.698	-37.723	27.759	-1.286	-1.280	12357228	1373.916	-1.275
138	04.04.24 23:35:00	8.718	8654848	299994	0.000	9.440	49.585	6.120	7.187	162.459	0.677	0.559	4.234	-36.668	100	0.905	1.183	0.139	-36.342	-36.994	27.780	-1.236	-1.243	12351782	1373.885	-1.231
139	04.04.24 23:40:00	8.724	8654848	299994	0.000	10.030	49.279	6.543	7.602	164.427	0.680	0.624	4.708	-36.652	100	0.933	1.337	0.088	-35.742	-37.563	27.824	-1.220	-1.207	12346550	1373.911	-1.204
140	04.04.24 23:45:00	8.724	8654848	299994	0.000	8.093	43.666	5.854	5.588	163.913	0.666	0.588	3.905	-36.460	100	0.906	1.249	0.123	-35.845	-37.074	27.863	-1.210	-1.158	12339330	1374.003	-1.166
141	04.04.24 23:50:00	8.724	8654848	299994	0.000	9.740	36.875	7.792	5.845	163.304	0.710	0.644	4.715	-35.800	100	0.984	1.305	0.120	-35.126	-36.473	27.928	-1.104	-1.091	12329482	1373.937	-1.084
142	04.04.24 23:55:00	8.724	8654848	299994	0.000	9.837	40.508	7.479	6.390	162.689	0.701	0.689	4.239	-36.000	100	1.000	1.238	0.095	-35.478	-36.522	27.940	-1.090	-1.073	12326864	1373.944	-1.066
143	05.04.24 00:00:00	8.724	8654848	299994	0.000	9.166	38.013	7.222	5.645	161.732	0.660	0.654	4.074	-35.639	100	0.948	1.206	0.100	-34.993	-36.286	27.931	-1.088	-1.087	12328859	1373.900	-1.078
144	05.04.24 00:05:00	8.724	8654848	299994	0.000	9.018	38.449	7.062	5.607	159.355	0.676	0.633	4.628	-35.694	100	0.947	1.187	0.090	-34.949	-36.440	27.920	-1.092	-1.095	12330080	1373.871	-1.086
145	05.04.24 00:10:00	8.724	8654848	299994	0.000	9.334	48.192	6.222	6.957	158.442	0.663	0.657	4.466	-35.510	100	0.946	1.224	0.079	-34.962	-36.058	27.963	-1.055	-1.044	12322577	1373.885	-1.039
146	05.04.24 00:15:00	8.724	8654848	299994	0.000	8.762	35.799	7.107	5.125	157.428	0.684	0.661	4.423	-35.476	100	0.967	1.168	0.072	-34.997	-35.955	27.958	-1.051	-1.053	12323916	1373.860	-1.044
147	05.04.24 00:20:00	8.724	8654848	299994	0.000	9.574	36.204	7.725	5.655	157.310	0.699	0.647	4.315	-35.333	100	0.970	1.297	0.096	-34.521	-36.145	27.962	-1.047	-1.048	12323170	1373.835	-1.040
148	05.04.24 00:25:00	8.724	8654848	299994	0.000	10.630	37.106	8.478	6.413	158.249	0.699	0.675	4.924	-35.948	100	0.996	1.247	0.082	-35.439	-36.458	27.980	-1.041	-1.032	12320791	1373.851	-1.027
149	05.04.24 00:30:00	8.724	8654848	299994	0.000	9.473	40.369	7.217	6.135	158.318	0.676	0.657	3.877	-35.947	100	0.976	1.368	0.102	-35.608	-36.287	27.990	-1.022	-1.012	12317805	1373.831	-1.004
150	05.04.24 00:35:00	8.718	8654848	299994	0.000	9.325	28.592	8.188	4.463	158.022	0.679	0.650	4.999	-35.318	100	0.974	1.335	0.109	-34.695	-35.942	27.990	-1.018	-1.000	12316163	1373.881	-1.000
151	05.04.24 00:40:00	8.724	8654848	299994	0.000	9.183	38.508	7.186	5.717	160.102	0.710	0.654	3.919	-35.158	100	0.979	1.187	0.077	-34.784	-35.531	27.990	-0.987	-0.993	12315065	1373.817	-0.980
152	05.04.24 00:45:00	8.712	8654848	299994	0.000	10.660	31.314	9.107	5.540	157.881	0.710	0.639	4.299	-34.521	100	0.972	1.181	0.071	-33.699	-35.343	27.990	-0.985	-0.990	12314602	1373.836	-0.980
153	05.04.24 00:50:00	8.718	8654848	299993	0.000	8.536	38.803	6.652	5.349	159.467	0.680	0.663	4.645	-35.603	100	0.968	1.196	0.083	-35.117	-36.089	28.026	-0.983	-0.976	12312611	1373.847	-0.970
154	05.04.24 00:55:00	8.718	8650752	299994	0.000	10.470	29.935	9.073	5.225	158.761	0.690	0.668	5.008	-35.367	100	0.970	1.216	0.075	-34.873	-35.860	28.034	-0.977	-0.968	12311356	1373.829	-0.960
155	05.04.24 01:00:00	8.712	8650752	299993	0.000	9.294	29.916	8.056	4.635	159.750	0.696	0.678	4.607	-35.584	100	1.011	1.241	0.110	-35.191	-35.978	28.034	-0.968	-0.969	12311512	1373.777	-0.959
156	05.04.24 01:05:00	8.724	8650752	299994	0.000	9.019	32.990	7.565	4.911	158.554	0.667	0.647	4.602	-35.275	100	0.972	1.209	0.104	-34.857	-35.693	28.046	-0.964	-0.956	12309599	1373.809	-0.949
157	05.04.24 01:10:00	8.712	8650752	299994	0.000	9.143	38.660	7.140	5.712	159.512	0.692	0.649	4.808	-35.206	100	0.991	1.337	0.147	-34.680	-35.732	28.042	-0.962	-0.961	12310314	1373.811	-0.953
158	05.04.24 01:15:00	8.718	8650752	299994	0.000	10.503	44.113	7.541	7.311	161.797	0.675	0.677	4.461	-35.922	100	0.984	1.241	0.102	-35.323	-36.521	27.990	-0.989	-0.990	12314587	1373.819	-0.981
159	05.04.24 01:20:00	8.712	8650752	299994	0.000	9.663	37.862	7.629	5.931	160.438	0.688	0.645	4.475	-35.807	100	0.966	1.196	0.090	-35.367	-36.247	27.990	-0.985	-0.976	12312521	1373.804	-0.971
160	05.04.24 01:25:00	8.718	8646656	299994	0.000	9.221	40.229	7.040	5.955	159.770	0.678	0.633	4.852	-36.107	100	0.950	1.116	0.086	-35.607	-36.608	27.990	-1.001	-0.993	12315079	1373.778	-0.988
161	05.04.24 01:30:00	8.712	8646656	299994	0.000	9.602	41.121	7.233	6.315	157.813	0.683	0.661	4.573	-35.865	100	0.975	1.238	0.100	-35.305	-36.426	27.990	-0.997	-0.993	12315072	1373.760	-0.987
162	05.04.24 01:35:00	8.707	8646656	299994	0.000	8.634	39.011	6.709	5.435	157.959	0.679	0.635	4.478	-35.907	100	0.948	1.110	0.081	-35.275	-36.539	27.990	-0.997	-0.991	12314707	1373.769	-0.983
163	05.04.24 01:40:00	8.712	8646656	299994	0.000	10.564	42.158	7.831	7.091	158.209	0.681	0.625	5.012	-35.761	100	0.945	1.141	0.096	-35.594	-35.927	27.990	-0.993	-0.986	12313972	1373.716	-0.980
164	05.04.24 01:45:00	8.712	8646656	299994	0.000	10.160	40.954	7.673	6.659	158.427	0.669	0.624	4.357	-36.248	100	0.931	1.131	0.080	-36.050	-36.446	27.990	-1.016	-0.999	12315939	1373.768	-0.995
165	05.04.24 01:50:00	8.712	8646656	299994	0.000	9.409	40.937	7.108	6.165	157.511	0.663	0.593	4.091	-35.923	100	0.902	1.116	0.080	-35.551	-36.294	27.990	-0.989	-0.985	12313875	1373.756	-0.979
166	05.04.24 01:55:00	8.718	8646656	299994	0.000	10.068	36.614	8.081	6.005	156.782	0.654	0.608	4.479	-35.362	100	0.915	1.160	0.086	-34.595	-36.129	28.012	-0.985	-0.984	12313688	1373.707	-0.976
167	05.04.24 02:00:00	8.712	8646656	299994	0.000	8.465	37.688	6.699	5.175	156.013	0.659	0.599	4.625	-35.422	100	0.912	1.155	0.091	-35.134	-35.710	28.044	-0.971	-0.950	12308734	1373.745	-0.953
168	05.04.24 02:05:00	8.712	8646656	299994	0.000	9.210	36.009	7.451	5.415	155.619	0.699	0.633	4.648	-35.754	100	0.982	1.253	0.127	-35.315	-36.193	28.032	-0.971	-0.962	12310440	1373.713	-0.952
169	05.04.24 02:10:00	8.707	8646656	299994	0.000	9.247	37.028	7.383	5.569	156.383	0.713	0.668	5.075	-36.105	100	1.008	1.300	0.124	-35.634	-36.576	28.029	-0.985	-0.975	12312372	1373.742	-0.967
170	05.04.24 02:15:00	8.707	8646656	299993	0.000	8.819	38.214	6.930	5.456	157.611	0.714	0.637	4.230	-35.881	100	0.971	1.259	0.084	-35.082	-36.680	28.024	-0.971	-0.975	12312394	1373.724	-0.965
171	05.04.24 02:20:00	8.712	8646656	299994	0.000	9.187	30.090	7.949	4.606	156.776	0.707	0.632	4.282	-35.901	100	0.986	1.301	0.126	-35.608	-36.195	28.041	-0.962	-0.958	12309870	1373.716	-0.944
172	05.04.24 02:25:00	8.712	8646656	299994	0.000	10.691	40.136	8.173	6.891	156.267	0.709	0.641	4.701	-36.091	100	1.001	1.438	0.153	-35.837	-36.345	28.052	-0.971	-0.959	12310123	1373.695	-0.949
173	05.04.24 02:30:00	8.712	8646656	299994	0.000	8.980	33.631	7.477	4.973	155.120	0.709	0.611	4.221	-35.833	100	0.992	1.360	0.174	-35.325	-36.340	28.050	-0.960	-0.959	12310131	1373.620	-0.945
174	05.04.24 02:35:00	8.712	8646656	299994	0.000	9.755	36.437	7.848	5.794	157.059	0.697	0.637	4.548	-35.799	100	0.959	1.127	0.069	-35.531	-36.066	28.043	-0.946	-0.951	12308813	1373.661	-0.938
175	05.04.24 02:40:00	8.707	8646656	299994	0.000	7.759	39.980	5.946	4.986	158.014	0.687	0.647	4.818	-36.305	100	0.978	1.271	0.116	-35.727	-36.884	28.045	-0.946	-0.943	12307772	1373.677	-0.934
176	05.04.24 02:45:00	8.707	8646656	299994	0.000	10.714	41.935	7.970	7.160	158.738	0.707	0.609	4.260	-36.212	100	0.997	1.394	0.161	-35.350	-37.073	28.048	-0.966	-0.945	12307951	1373.674	-0.944
177	05.04.24 02:50:00	8.712	8646656	299994	0.000	8.664	40.297	6.608	5.603	159.598	0.693	0.645	4.683	-35.781	100	0.986	1.354	0.127	-35.381	-36.181	28.035	-0.964	-0.967	12311266	1373.666	-0.960
178	05.04.24 02:55:00	8.707	8646656	299994	0.000	8.874	39.444	6.853	5.638	158.076	0.658	0.636	4.386	-36.120	100	0.933	1.096	0.066	-35.450	-36.790	28.038	-0.970	-0.960	12310265	1373.647	-0.951
179	05.04.24 03:00:00	8.707	8646656	299993	0.000	8.736	37.110	6.967	5.271	157.734	0.652	0.614	4.175	-35.893	100	0.919	1.237	0.096	-35.126	-36.659	28.046	-0.956	-0.946	12308205	1373.650	-0.942
180	05.04.24 03:05:00	8.707	8646656	299994	0.000	8.491	45.954	5.903	6.103	155.721	0.693	0.569	4.747	-35.814	100	0.966	1.370	0.208	-35.450	-36.179	28.048	-0.954	-0.951	12308822	1373.616	-0.942
181	05.04.24 03:10:00	8.707	8646656	299994	0.000	10.482	41.528	7.847	6.950	157.378	0.691	0.525	4.388	-36.028	100	0.935	1.356	0.204	-35.477	-36.579	28.012	-0.981	-0.989	12314498	1373.586	-0.978
182	05.04.24 03:15:00	8.707	8654848	299993	0.000	10.357	39.487	7.993	6.586	158.830	0.684	0.492	4.692	-35.718	100	0.913	1.293	0.187	-35.618	-35.817	28.034	-0.989	-0.971	12311895	1373.588	-0.967
183	05.04.24 03:20:00	8.701	8654848	299994	0.000	10.670	40.374	8.129	6.912	157.524	0.685	0.451	4.733	-35.870	100	0.891	1.306	0.195	-35.404	-36.337	28.025	-0.979	-0.980	12313129	1373.568	-0.972
184	05.04.24 03:25:00	8.701	8654848	299994	0.000	8.791	31.197	7.520	4.554	154.233	0.702	0.409	4.630	-35.350	100	0.876	1.246	0.176	-35.074	-35.626	28.034	-0.970	-0.969	12311602	1373.524	-0.961
185	05.04.24 03:30:00	8.695	8654848	299993	0.000	10.067	40.040	7.707	6.477	151.808	0.719	0.389	4.828	-35.800	100	0.882	1.243	0.199	-35.295	-36.306	28.032	-0.968	-0.971	12311759	1373.475	-0.961
186	05.04.24 03:35:00	8.701	8654848	299994	0.000	10.642	35.957	8.614	6.249	151.032	0.824	0.375	4.677	-36.262	100	0.964	1.404	0.252	-35.932	-36.592	28.025	-0.979	-0.976	12312536	1373.476	-0.967
187	05.04.24 03:40:00	8.701	8654848	299994	0.000	10.494	34.766	8.620	5.984	149.434	0.817	0.427	4.344	-36.284	100	0.982	1.433	0.219	-35.927	-36.640	28.026	-0.981	-0.976	12312633	1373.490	-0.967
188	05.04.24 03:45:00	8.707	8667136	299994	0.000	9.369	28.391	8.242	4.455	152.645	0.759	0.377	4.569	-35.988	100	0.914	1.408	0.236	-35.330	-36.646	28.025	-0.987	-0.978	12312805	1373.464	-0.970
189	05.04.24 03:50:00	8.701	8667136	299994	0.000	10.777	40.216	8.230	6.959	151.964	0.850	0.464	4.556	-36.554	100	1.023	1.483	0.244	-36.133	-36.976	28.028	-0.981	-0.978	12312905	1373.471	-0.968
190	05.04.24 03:55:00	8.701	8675328	299994	0.000	11.485	28.743	10.070	5.523	152.174	0.769	0.475	5.264	-37.266	100	0.962	1.361	0.212	-36.712	-37.820	27.990	-0.991	-1.000	12316051	1373.465	-0.991
191	05.04.24 04:00:00	8.701	8675328	299993	0.000	9.051	30.469	7.801	4.590	152.424	0.741	0.461	4.241	-35.860	100	0.945	1.399	0.201	-35.184	-36.537	28.046	-0.954	-0.956	12309555	1373.491	-0.945
192	05.04.24 04:05:00	8.701	8675328	299994	0.000	9.292	39.072	7.214	5.857	152.679	0.788	0.472	4.673	-36.242	100	0.974	1.390	0.206	-35.959	-36.525	28.044	-0.968	-0.955	12309532	1373.490	-0.949
193	05.04.24 04:10:00	8.695	8675328	299994	0.000	12.714	40.213	9.709	8.209	154.618	0.805	0.400	4.466	-35.997	100	0.958	1.411	0.221	-35.056	-36.939	28.064	-0.944	-0.935	12306499	1373.459	-0.927
194	05.04.24 04:15:00	8.695	8675328	299994	0.000	11.147	49.412	7.252	8.465	158.457	0.765	0.279	4.280	-36.263	100	0.823	1.012	0.097	-35.315	-37.211	28.069	-0.925	-0.930	12305844	1373.403	-0.918
195	05.04.24 04:20:00	8.688	8675328	299994	0.000	11.435	44.331	8.179	7.991	158.831	0.752	0.264	4.059	-36.202	100	0.807	1.046	0.106	-35.789	-36.615	28.092	-0.929	-0.911	12303042	1373.401	-0.905
196	05.04.24 04:25:00	8.688	8675328	299994	0.000	11.236	40.450	8.551	7.290	161.681	0.698	0.132	4.714	-35.917	100	0.719	0.955	0.097	-35.492	-36.341	28.092	-0.915	-0.908	12302566	1373.367	-0.900
197	05.04.24 04:30:00	8.695	8675328	299993	0.000	10.565	46.298	7.300	7.638	167.136	0.694	-0.009	4.009	-35.913	100	0.702	0.949	0.128	-35.150	-36.676	28.109	-0.896	-0.886	12299355	1373.269	-0.879
198	05.04.24 04:35:00	8.695	8675328	299994	0.000	12.464	52.417	7.602	9.877	163.866	0.696	0.299	4.954	-36.189	100	0.771	1.102	0.127	-35.713	-36.666	28.100	-0.880	-0.891	12299993	1373.258	-0.880
199	05.04.24 04:40:00	8.695	8675328	299993	0.000	12.088	40.578	9.181	7.863	164.436	0.780	0.526	4.309	-35.892	100	0.959	1.288	0.117	-35.506	-36.278	28.145	-0.855	-0.842	12292846	1373.372	-0.835
200	05.04.24 04:45:00	8.695	8675328	299993	0.000	10.764	44.525	7.674	7.548	167.407	0.699	0.270	4.522	-35.759	100	0.761	1.059	0.117	-35.131	-36.387	28.123	-0.863	-0.865	12296215	1373.221	-0.854
201	05.04.24 04:50:00	8.695	8675328	299993	0.000	12.888	55.888	7.228	10.670	168.441	0.679	0.264	4.105	-35.625	100	0.740	0.988	0.096	-35.067	-36.183	28.172	-0.828	-0.809	12287920	1373.263	-0.804
202	05.04.24 04:55:00	8.695	8675328	299993	0.000	10.260	43.265	7.471	7.032	168.041	0.682	0.255	4.668	-35.886	100	0.743	1.045	0.116	-35.531	-36.241	28.168	-0.824	-0.825	12290305	1373.233	-0.817
203	05.04.24 05:00:00	8.688	8675328	299993	0.000	11.145	43.159	8.129	7.623	169.677	0.699	0.274	4.772	-35.757	100	0.765	0.981	0.106	-35.323	-36.190	28.144	-0.828	-0.850	12294045	1373.183	-0.832
204	05.04.24 05:05:00	8.688	8667136	299993	0.000	11.143	47.107	7.584	8.164	167.269	0.666	0.389	4.611	-35.833	100	0.834	1.256	0.187	-35.317	-36.348	28.152	-0.830	-0.841	12292647	1373.197	-0.827
205	05.04.24 05:10:00	8.688	8667136	299993	0.000	11.440	49.134	7.485	8.651	169.541	0.607	0.278	4.484	-35.668	100	0.728	1.102	0.195	-35.577	-35.760	28.181	-0.822	-0.811	12288237	1373.226	-0.798
206	05.04.24 05:15:00	8.688	8667136	299994	0.000	10.525	36.654	8.444	6.283	167.163	0.704	0.342	4.137	-35.490	100	0.829	1.175	0.172	-34.854	-36.125	28.185	-0.846	-0.814	12288748	1373.225	-0.809
207	05.04.24 05:20:00	8.688	8667136	299994	0.000	11.965	49.409	7.785	9.086	171.789	0.602	0.181	4.523	-35.828	100	0.680	1.029	0.183	-35.421	-36.235	28.171	-0.803	-0.817	12289136	1373.175	-0.800
208	05.04.24 05:25:00	8.682	8667136	299994	0.000	11.373	48.873	7.480	8.567	172.223	0.629	0.211	4.429	-35.381	100	0.715	1.066	0.166	-34.698	-36.065	28.214	-0.787	-0.769	12282084	1373.185	-0.763
209	05.04.24 05:30:00	8.676	8667136	299994	0.000	11.629	52.252	7.119	9.195	172.971	0.629	0.146	3.986	-35.729	100	0.657	0.925	0.105	-35.133	-36.325	28.237	-0.756	-0.746	12278591	1373.111	-0.739
210	05.04.24 05:35:00	8.682	8638464	299994	0.000	10.892	48.693	7.190	8.182	170.637	0.660	0.386	4.523	-35.198	100	0.797	1.094	0.114	-34.419	-35.976	28.238	-0.756	-0.745	12278576	1373.155	-0.742
211	05.04.24 05:40:00	8.688	8638464	299994	0.000	11.956	49.776	7.721	9.129	170.210	0.687	0.456	4.684	-35.680	100	0.848	1.169	0.098	-35.011	-36.349	28.251	-0.745	-0.732	12276565	1373.183	-0.728
212	05.04.24 05:45:00	8.682	8638464	299994	0.000	10.199	54.215	5.964	8.274	173.912	0.640	0.268	4.825	-35.574	100	0.707	0.924	0.087	-35.183	-35.965	28.246	-0.737	-0.735	12277016	1373.164	-0.728
213	05.04.24 05:50:00	8.682	8638464	299994	0.000	10.815	45.872	7.530	7.763	175.071	0.603	0.281	4.589	-35.061	100	0.679	0.931	0.110	-34.447	-35.674	28.256	-0.739	-0.727	12275845	1373.166	-0.726
214	05.04.24 05:55:00	8.688	8638464	299993	0.000	10.818	61.402	5.178	9.498	175.070	0.608	0.331	4.870	-35.312	100	0.732	1.067	0.151	-34.808	-35.817	28.236	-0.755	-0.748	12278899	1373.214	-0.742
215	05.04.24 06:00:00	8.682	8638464	299994	0.000	9.675	60.063	4.828	8.384	172.667	0.646	0.570	4.434	-35.342	100	0.878	1.044	0.087	-34.624	-36.061	28.212	-0.774	-0.776	12283092	1373.268	-0.768
216	05.04.24 06:05:00	8.682	8638464	299994	0.000	10.724	53.048	6.447	8.570	174.939	0.620	0.475	4.157	-35.021	100	0.857	1.308	0.202	-34.374	-35.668	28.201	-0.809	-0.789	12285048	1373.246	-0.787
217	05.04.24 06:10:00	8.676	8642560	299994	0.000	10.400	58.247	5.473	8.843	176.476	0.665	0.420	4.082	-35.072	100	0.860	1.236	0.182	-34.416	-35.729	28.192	-0.807	-0.816	12288957	1373.237	-0.811
218	05.04.24 06:15:00	8.688	8642560	299994	0.000	10.223	56.067	5.707	8.482	173.274	0.638	0.441	4.351	-35.143	100	0.814	1.136	0.130	-34.832	-35.455	28.211	-0.789	-0.776	12283107	1373.276	-0.767
219	05.04.24 06:20:00	8.670	8642560	299994	0.000	9.680	48.686	6.390	7.270	177.497	0.637	0.338	4.567	-35.086	100	0.784	1.160	0.183	-34.626	-35.546	28.216	-0.784	-0.765	12281439	1373.206	-0.759
220	05.04.24 06:25:00	8.676	8642560	299993	0.000	11.129	52.538	6.769	8.834	180.320	0.685	0.255	4.413	-34.887	100	0.794	1.224	0.197	-34.246	-35.527	28.221	-0.787	-0.763	12281099	1373.168	-0.756
221	05.04.24 06:30:00	8.676	8642560	299994	0.000	9.995	51.090	6.278	7.777	176.775	0.606	0.235	4.575	-35.157	100	0.710	1.135	0.172	-34.774	-35.539	28.230	-0.760	-0.754	12279839	1373.187	-0.743
222	05.04.24 06:35:00	8.682	8642560	299994	0.000	10.467	54.928	6.014	8.566	183.448	0.581	0.179	4.329	-35.190	100	0.686	1.183	0.199	-34.587	-35.794	28.238	-0.762	-0.747	12278802	1373.163	-0.740
223	05.04.24 06:40:00	8.676	8642560	299994	0.000	9.408	48.847	6.191	7.084	172.785	0.686	0.451	4.711	-35.271	100	0.852	1.155	0.119	-34.564	-35.977	28.247	-0.743	-0.733	12276770	1373.221	-0.727
224	05.04.24 06:45:00	8.682	8642560	299994	0.000	10.165	55.983	5.687	8.425	176.611	0.674	0.430	4.077	-34.896	100	0.830	1.143	0.133	-34.604	-35.188	28.243	-0.753	-0.739	12277622	1373.215	-0.731
225	05.04.24 06:50:00	8.676	8646656	299994	0.000	9.381	48.912	6.165	7.071	176.464	0.674	0.379	3.845	-35.154	100	0.819	1.149	0.142	-34.755	-35.552	28.243	-0.739	-0.739	12277557	1373.231	-0.733
226	05.04.24 06:55:00	8.670	8646656	299994	0.000	9.510	49.398	6.189	7.221	173.955	0.623	0.516	4.271	-35.177	100	0.858	1.115	0.119	-34.702	-35.653	28.233	-0.755	-0.750	12279294	1373.344	-0.744
227	05.04.24 07:00:00	8.670	8646656	299994	0.000	9.781	58.381	5.128	8.329	175.303	0.629	0.506	4.558	-35.155	100	0.856	1.224	0.143	-34.703	-35.607	28.233	-0.747	-0.752	12279608	1373.285	-0.748
228	05.04.24 07:05:00	8.670	8646656	299994	0.000	9.146	42.294	6.765	6.154	172.016	0.626	0.577	4.505	-34.594	100	0.890	1.196	0.102	-34.370	-34.817	28.237	-0.764	-0.748	12278914	1373.402	-0.742
