Seaguard RCM SW
Product number:	4430
Serial number:	1705

		System Parameters(0)				Temperature #835(835)	Optode #492(492)			Conductivity #1306(1306)		Doppler Current Sensor #723(723)
Record	Time tag (Gmt)	Battery Voltage(V)	Memory Used(Bytes)	Last Interval(ms)	Time Correction(ms)	Temperature(Deg.C)	O2Concentration(uM)	AirSaturation(%)	Temperature(Deg.C)	Conductivity(mS/cm)	Temperature(Deg.C)	Abs Speed(cm/s)	Direction(Deg.M)	North(cm/s)	East(cm/s)	Heading(Deg.M)	Tilt X(Deg)	Tilt Y(Deg)	SP Std(cm/s)	Strength(dB)	Ping Count	Abs Tilt(Deg)	Max Tilt(Deg)	Std Tilt(Deg)	Strength X(dB)	Strength Y(dB)
230	05.04.24 07:15:00	6.976	8638464	299994	0.000	-1.750	444.290	92.525	-1.748	27.280	-1.752	3.477	1.696	3.476	0.103	124.916	-0.757	1.024	4.352	-44.859	100	1.279	1.528	0.086	-44.998	-44.720
231	05.04.24 07:20:00	6.976	8638464	299994	0.000	-1.759	443.937	92.434	-1.754	27.275	-1.727	4.964	24.830	4.505	2.084	123.262	-0.791	1.006	4.973	-44.699	100	1.287	1.486	0.080	-45.022	-44.376
232	05.04.24 07:25:00	6.976	8638464	299994	0.000	-1.753	444.338	92.530	-1.750	27.278	-1.723	5.980	14.994	5.777	1.547	106.203	-1.203	0.790	4.665	-44.628	100	1.444	1.653	0.086	-44.700	-44.557
233	05.04.24 07:30:00	6.970	8638464	299994	0.000	-1.761	444.173	92.477	-1.756	27.273	-1.755	4.280	10.138	4.214	0.753	102.941	-1.099	0.724	4.250	-44.896	100	1.323	1.553	0.085	-45.250	-44.542
234	05.04.24 07:35:00	6.965	8638464	299994	0.000	-1.756	444.147	92.482	-1.753	27.276	-1.753	4.820	16.084	4.632	1.335	104.314	-1.147	0.844	4.632	-44.419	100	1.436	1.598	0.074	-44.369	-44.470
235	05.04.24 07:40:00	6.970	8638464	299994	0.000	-1.764	444.160	92.467	-1.759	27.271	-1.786	5.212	3.537	5.202	0.322	103.084	-1.103	0.811	4.467	-44.147	100	1.375	1.577	0.092	-44.680	-43.614
236	05.04.24 07:45:00	6.965	8638464	299994	0.000	-1.764	443.974	92.426	-1.760	27.269	-1.712	4.849	9.033	4.789	0.761	101.444	-1.099	0.793	4.356	-44.357	100	1.359	1.564	0.080	-44.436	-44.277
237	05.04.24 07:50:00	6.970	8638464	299994	0.000	-1.763	444.203	92.473	-1.760	27.271	-1.752	3.454	7.017	3.428	0.422	100.108	-1.057	0.669	4.413	-44.492	100	1.255	1.528	0.102	-44.535	-44.450
238	05.04.24 07:55:00	6.965	8638464	299994	0.000	-1.763	444.096	92.455	-1.759	27.271	-1.787	6.164	353.227	6.121	-0.727	97.788	-1.104	0.686	4.528	-44.485	100	1.304	1.599	0.078	-44.475	-44.496
239	05.04.24 08:00:00	6.970	8638464	299993	0.000	-1.766	443.887	92.403	-1.762	27.267	-1.778	6.507	359.041	6.506	-0.109	98.784	-1.050	0.672	4.195	-44.550	100	1.250	1.489	0.082	-44.680	-44.420
240	05.04.24 08:05:00	6.965	8638464	299994	0.000	-1.768	443.833	92.385	-1.764	27.267	-1.742	5.088	7.212	5.048	0.639	96.604	-1.044	0.603	3.989	-43.924	100	1.208	1.495	0.082	-44.747	-43.101
241	05.04.24 08:10:00	6.965	8638464	299994	0.000	-1.766	443.944	92.413	-1.763	27.267	-1.757	5.495	0.366	5.495	0.035	94.515	-1.053	0.555	4.324	-44.622	100	1.193	1.364	0.083	-44.784	-44.460
242	05.04.24 08:15:00	6.965	8638464	299994	0.000	-1.770	443.930	92.401	-1.766	27.266	-1.778	4.408	6.626	4.379	0.509	95.903	-1.026	0.553	4.687	-44.450	100	1.169	1.420	0.087	-44.871	-44.029
243	05.04.24 08:20:00	6.970	8638464	299994	0.000	-1.764	444.046	92.438	-1.761	27.268	-1.795	3.702	334.204	3.333	-1.611	92.166	-1.025	0.489	4.046	-44.603	100	1.138	1.423	0.082	-45.111	-44.096
244	05.04.24 08:25:00	6.965	8638464	299993	0.000	-1.762	443.949	92.421	-1.760	27.271	-1.723	5.537	347.179	5.399	-1.229	90.464	-1.061	0.482	4.338	-44.290	100	1.168	1.338	0.086	-44.561	-44.018
245	05.04.24 08:30:00	6.965	8638464	299994	0.000	-1.769	444.093	92.441	-1.764	27.265	-1.716	3.729	1.816	3.727	0.118	90.444	-1.039	0.489	4.567	-44.410	100	1.152	1.337	0.073	-44.518	-44.303
246	05.04.24 08:35:00	6.970	8638464	299993	0.000	-1.770	444.017	92.417	-1.767	27.264	-1.757	4.836	326.231	4.020	-2.688	89.592	-1.049	0.477	4.214	-44.393	100	1.155	1.308	0.071	-44.467	-44.319
247	05.04.24 08:40:00	6.970	8638464	299994	0.000	-1.772	443.967	92.404	-1.768	27.264	-1.806	4.213	345.920	4.087	-1.025	90.190	-1.036	0.453	4.685	-44.172	100	1.133	1.356	0.082	-44.794	-43.550
248	05.04.24 08:45:00	6.970	8638464	299994	0.000	-1.774	444.004	92.407	-1.769	27.262	-1.784	4.803	7.327	4.764	0.613	88.885	-1.019	0.418	4.176	-44.114	100	1.105	1.250	0.063	-44.587	-43.641
249	05.04.24 08:50:00	6.965	8638464	299994	0.000	-1.774	443.950	92.395	-1.770	27.262	-1.780	4.210	3.848	4.201	0.283	87.187	-1.047	0.417	5.023	-44.053	100	1.130	1.400	0.078	-44.401	-43.706
250	05.04.24 08:55:00	6.965	8638464	299994	0.000	-1.772	444.153	92.437	-1.770	27.262	-1.759	3.520	350.357	3.470	-0.590	85.818	-1.084	0.423	4.167	-44.103	100	1.166	1.308	0.065	-44.615	-43.592
251	05.04.24 09:00:00	6.976	8638464	299994	0.000	-1.774	443.854	92.371	-1.771	27.262	-1.803	4.956	9.111	4.893	0.785	85.244	-1.006	0.341	4.453	-44.168	100	1.065	1.238	0.063	-44.394	-43.942
252	05.04.24 09:05:00	6.970	8642560	299994	0.000	-1.775	443.877	92.375	-1.771	27.260	-1.753	5.690	351.112	5.621	-0.879	83.507	-1.011	0.363	4.457	-44.345	100	1.078	1.357	0.072	-44.490	-44.200
253	05.04.24 09:10:00	6.970	8642560	299994	0.000	-1.775	444.073	92.415	-1.771	27.262	-1.750	4.104	338.175	3.810	-1.526	81.971	-0.976	0.300	4.233	-43.504	100	1.023	1.169	0.065	-44.335	-42.672
254	05.04.24 09:15:00	6.970	8642560	299994	0.000	-1.772	443.847	92.373	-1.770	27.263	-1.780	4.535	353.019	4.501	-0.551	83.044	-0.956	0.293	4.500	-44.712	100	1.003	1.150	0.071	-44.943	-44.481
255	05.04.24 09:20:00	6.970	8642560	299994	0.000	-1.773	443.948	92.398	-1.768	27.263	-1.787	5.089	347.612	4.970	-1.092	80.288	-0.978	0.288	3.676	-44.206	100	1.023	1.191	0.070	-44.635	-43.777
256	05.04.24 09:25:00	6.976	8642560	299994	0.000	-1.773	443.827	92.372	-1.768	27.262	-1.752	4.442	351.319	4.391	-0.670	81.242	-1.016	0.282	4.665	-44.511	100	1.057	1.244	0.073	-44.996	-44.026
257	05.04.24 09:30:00	6.970	8642560	299993	0.000	-1.774	443.777	92.356	-1.771	27.264	-1.729	4.015	357.125	4.010	-0.201	82.242	-1.069	0.320	4.412	-44.007	100	1.120	1.361	0.072	-44.072	-43.943
258	05.04.24 09:35:00	6.976	8642560	299994	0.000	-1.772	443.779	92.360	-1.769	27.267	-1.787	1.454	353.716	1.445	-0.159	78.977	-1.004	0.224	4.618	-44.556	100	1.031	1.208	0.067	-44.602	-44.509
259	05.04.24 09:40:00	6.970	8642560	299994	0.000	-1.774	443.849	92.373	-1.770	27.267	-1.774	1.962	349.453	1.929	-0.359	78.437	-1.010	0.222	4.379	-44.271	100	1.037	1.194	0.067	-44.383	-44.160
260	05.04.24 09:45:00	6.976	8642560	299994	0.000	-1.774	444.153	92.435	-1.770	27.266	-1.778	1.576	342.299	1.502	-0.479	78.867	-1.063	0.248	4.436	-43.779	100	1.094	1.305	0.072	-43.971	-43.588
261	05.04.24 09:50:00	6.970	8642560	299994	0.000	-1.773	443.826	92.368	-1.770	27.267	-1.746	2.110	338.517	1.963	-0.773	78.398	-1.025	0.190	4.441	-44.274	100	1.044	1.232	0.065	-44.422	-44.126
262	05.04.24 09:55:00	6.970	8642560	299994	0.000	-1.772	443.977	92.402	-1.769	27.267	-1.746	1.854	329.854	1.603	-0.931	77.120	-1.021	0.164	4.495	-44.302	100	1.037	1.227	0.066	-44.643	-43.960
263	05.04.24 10:00:00	6.965	8642560	299993	0.000	-1.774	443.870	92.378	-1.770	27.266	-1.821	3.251	326.193	2.701	-1.809	76.216	-0.993	0.161	4.478	-43.869	100	1.008	1.198	0.071	-44.294	-43.444
264	05.04.24 10:05:00	6.976	8642560	299994	0.000	-1.774	443.829	92.369	-1.770	27.266	-1.795	3.094	350.049	3.047	-0.535	74.700	-0.947	0.126	5.384	-43.923	100	0.957	1.141	0.072	-43.972	-43.874
265	05.04.24 10:10:00	6.970	8642560	299994	0.000	-1.774	444.099	92.425	-1.770	27.267	-1.772	1.725	341.680	1.638	-0.542	73.727	-0.928	0.097	4.788	-43.957	100	0.935	1.066	0.053	-44.170	-43.744
266	05.04.24 10:15:00	6.976	8642560	299994	0.000	-1.773	443.860	92.376	-1.769	27.268	-1.797	2.732	341.972	2.598	-0.846	74.761	-0.950	0.088	4.036	-44.085	100	0.955	1.089	0.062	-44.368	-43.802
267	05.04.24 10:20:00	6.970	8642560	299994	0.000	-1.773	443.643	92.332	-1.769	27.267	-1.770	3.288	14.863	3.178	0.843	73.535	-0.917	0.095	4.518	-44.178	100	0.924	1.023	0.053	-44.328	-44.029
268	05.04.24 10:25:00	6.976	8642560	299993	0.000	-1.773	443.947	92.395	-1.769	27.267	-1.761	2.306	310.850	1.508	-1.744	72.322	-0.894	0.052	4.963	-44.441	100	0.897	1.025	0.056	-44.629	-44.254
269	05.04.24 10:30:00	6.970	8642560	299994	0.000	-1.774	443.851	92.373	-1.770	27.266	-1.765	2.748	337.943	2.547	-1.032	72.147	-0.902	0.054	4.446	-44.254	100	0.905	1.058	0.060	-44.400	-44.107
270	05.04.24 10:35:00	6.970	8642560	299994	0.000	-1.774	443.669	92.334	-1.770	27.266	-1.757	3.418	344.945	3.301	-0.888	70.423	-0.855	0.043	4.589	-44.211	100	0.857	0.989	0.059	-44.311	-44.111
271	05.04.24 10:40:00	6.976	8642560	299994	0.000	-1.775	443.971	92.396	-1.771	27.265	-1.720	3.522	324.259	2.858	-2.057	72.382	-0.937	0.052	4.104	-44.095	100	0.942	1.097	0.058	-44.558	-43.633
272	05.04.24 10:45:00	6.970	8642560	299994	0.000	-1.774	443.848	92.371	-1.771	27.264	-1.778	2.302	348.739	2.258	-0.450	72.961	-0.988	0.070	4.928	-44.075	100	0.993	1.154	0.071	-44.576	-43.573
273	05.04.24 10:50:00	6.970	8642560	299994	0.000	-1.770	443.995	92.409	-1.768	27.270	-1.787	2.301	345.610	2.229	-0.572	70.536	-0.945	0.055	4.763	-43.929	100	0.949	1.089	0.064	-43.994	-43.863
274	05.04.24 10:55:00	6.976	8642560	299994	0.000	-1.772	443.979	92.406	-1.768	27.270	-1.782	0.849	298.805	0.409	-0.744	70.567	-0.876	-0.018	4.784	-44.142	100	0.879	1.017	0.056	-44.255	-44.029
275	05.04.24 11:00:00	6.970	8642560	299993	0.000	-1.775	443.907	92.384	-1.770	27.266	-1.763	2.126	344.759	2.051	-0.559	69.692	-0.831	-0.030	4.272	-44.222	100	0.834	0.946	0.051	-43.954	-44.491
276	05.04.24 11:05:00	6.970	8642560	299993	0.000	-1.772	443.840	92.373	-1.769	27.268	-1.799	2.676	329.022	2.294	-1.377	68.413	-0.852	-0.036	4.088	-43.934	100	0.855	1.020	0.061	-44.207	-43.661
277	05.04.24 11:10:00	6.970	8642560	299994	0.000	-1.772	444.048	92.418	-1.769	27.268	-1.778	2.151	334.883	1.948	-0.913	66.714	-0.803	-0.062	4.672	-43.506	100	0.807	0.912	0.052	-43.887	-43.124
278	05.04.24 11:15:00	6.976	8642560	299994	0.000	-1.773	444.047	92.416	-1.769	27.267	-1.786	1.321	319.913	1.010	-0.850	65.321	-0.794	-0.065	4.409	-44.125	100	0.798	0.927	0.054	-44.099	-44.152
279	05.04.24 11:20:00	6.965	8642560	299993	0.000	-1.774	444.070	92.421	-1.769	27.267	-1.816	3.000	314.823	2.115	-2.128	66.654	-0.852	-0.067	4.126	-43.885	100	0.856	1.043	0.058	-44.261	-43.509
280	05.04.24 11:25:00	6.976	8642560	299994	0.000	-1.773	444.229	92.457	-1.768	27.268	-1.729	3.159	336.633	2.900	-1.253	66.966	-0.844	-0.043	4.379	-43.849	100	0.847	0.987	0.054	-43.944	-43.753
281	05.04.24 11:30:00	6.970	8642560	299994	0.000	-1.771	444.262	92.465	-1.768	27.269	-1.757	0.836	266.490	-0.051	-0.835	65.107	-0.819	-0.076	4.710	-44.115	100	0.824	0.971	0.051	-44.159	-44.070
282	05.04.24 11:35:00	6.976	8642560	299994	0.000	-1.772	444.292	92.470	-1.768	27.271	-1.735	1.362	291.695	0.503	-1.265	63.470	-0.773	-0.081	4.515	-43.959	100	0.779	0.904	0.052	-44.373	-43.546
283	05.04.24 11:40:00	6.970	8642560	299993	0.000	-1.770	444.228	92.460	-1.767	27.271	-1.755	1.905	284.814	0.487	-1.841	62.051	-0.763	-0.078	4.491	-44.037	100	0.769	0.919	0.054	-44.452	-43.622
284	05.04.24 11:45:00	6.970	8642560	299994	0.000	-1.771	444.264	92.469	-1.766	27.271	-1.769	1.870	286.639	0.536	-1.792	60.540	-0.739	-0.081	4.494	-44.075	100	0.745	0.923	0.055	-44.291	-43.858
285	05.04.24 11:50:00	6.970	8642560	299993	0.000	-1.770	444.345	92.487	-1.766	27.271	-1.757	2.102	288.406	0.664	-1.994	60.242	-0.734	-0.110	4.722	-44.151	100	0.744	0.909	0.059	-44.276	-44.027
286	05.04.24 11:55:00	6.970	8642560	299994	0.000	-1.770	444.351	92.489	-1.766	27.270	-1.778	3.291	236.146	-1.833	-2.733	59.800	-0.726	-0.090	4.604	-43.933	100	0.734	0.858	0.052	-44.495	-43.371
287	05.04.24 12:00:00	6.965	8642560	299994	0.000	-1.768	444.489	92.521	-1.764	27.272	-1.776	1.081	205.808	-0.973	-0.471	58.808	-0.714	-0.098	4.377	-43.864	100	0.723	0.835	0.046	-44.382	-43.347
288	05.04.24 12:05:00	6.965	8642560	299994	0.000	-1.768	444.372	92.499	-1.764	27.272	-1.821	2.180	261.446	-0.324	-2.156	59.177	-0.709	-0.081	4.346	-44.171	100	0.716	0.854	0.052	-44.475	-43.867
289	05.04.24 12:10:00	6.970	8642560	299994	0.000	-1.769	444.453	92.514	-1.764	27.272	-1.772	1.315	265.141	-0.111	-1.310	58.914	-0.713	-0.062	4.567	-44.449	100	0.718	0.860	0.054	-44.676	-44.222
290	05.04.24 12:15:00	6.965	8642560	299994	0.000	-1.769	444.350	92.494	-1.764	27.271	-1.799	1.907	252.239	-0.582	-1.816	58.121	-0.696	-0.060	4.155	-43.667	100	0.701	0.838	0.058	-43.861	-43.473
291	05.04.24 12:20:00	6.970	8642560	299994	0.000	-1.771	444.398	92.498	-1.766	27.268	-1.767	2.192	299.186	1.069	-1.914	57.702	-0.714	-0.071	4.576	-43.874	100	0.720	0.896	0.061	-44.554	-43.193
292	05.04.24 12:25:00	6.970	8642560	299994	0.000	-1.774	444.326	92.477	-1.768	27.268	-1.772	1.283	260.314	-0.216	-1.264	57.439	-0.688	-0.061	4.653	-44.392	100	0.693	0.833	0.056	-44.509	-44.275
293	05.04.24 12:30:00	6.970	8642560	299994	0.000	-1.774	444.177	92.444	-1.769	27.268	-1.740	2.324	291.763	0.862	-2.159	57.702	-0.707	-0.063	4.569	-44.054	100	0.712	0.854	0.056	-44.295	-43.813
294	05.04.24 12:35:00	6.976	8646656	299994	0.000	-1.774	444.569	92.524	-1.770	27.267	-1.793	2.252	287.328	0.671	-2.150	57.620	-0.691	-0.050	4.147	-44.221	100	0.695	0.836	0.060	-44.349	-44.092
295	05.04.24 12:40:00	6.965	8646656	299993	0.000	-1.772	444.538	92.519	-1.769	27.267	-1.723	3.566	265.544	-0.277	-3.556	58.593	-0.706	-0.070	4.250	-43.857	100	0.712	0.848	0.057	-44.099	-43.615
296	05.04.24 12:45:00	6.976	8646656	299994	0.000	-1.773	444.272	92.464	-1.769	27.267	-1.804	3.333	276.349	0.369	-3.312	58.129	-0.696	-0.064	4.618	-43.994	100	0.701	0.848	0.050	-44.326	-43.662
297	05.04.24 12:50:00	6.965	8646656	299994	0.000	-1.773	444.273	92.464	-1.769	27.267	-1.770	2.679	242.278	-1.246	-2.371	57.962	-0.677	-0.086	4.557	-44.330	100	0.685	0.818	0.049	-44.577	-44.084
298	05.04.24 12:55:00	6.970	8646656	299993	0.000	-1.772	443.982	92.406	-1.768	27.268	-1.744	2.731	260.840	-0.435	-2.697	57.530	-0.710	-0.083	4.457	-43.899	100	0.717	0.835	0.055	-44.128	-43.671
299	05.04.24 13:00:00	6.970	8646656	299994	0.000	-1.773	443.889	92.386	-1.768	27.267	-1.803	3.307	270.991	0.057	-3.307	56.583	-0.680	-0.113	4.005	-43.622	100	0.692	0.814	0.053	-43.747	-43.498
300	05.04.24 13:05:00	6.970	8646656	299994	0.000	-1.773	443.966	92.401	-1.768	27.267	-1.776	1.705	300.509	0.866	-1.469	56.328	-0.681	-0.120	4.744	-44.195	100	0.694	0.829	0.047	-44.551	-43.839
301	05.04.24 13:10:00	6.970	8646656	299993	0.000	-1.773	443.775	92.362	-1.768	27.267	-1.757	3.511	267.948	-0.126	-3.509	55.577	-0.657	-0.106	3.993	-44.164	100	0.668	0.804	0.058	-44.453	-43.876
302	05.04.24 13:15:00	6.970	8646656	299994	0.000	-1.772	443.848	92.377	-1.768	27.267	-1.795	2.280	240.875	-1.110	-1.992	55.222	-0.662	-0.106	4.175	-44.128	100	0.673	0.775	0.053	-44.197	-44.059
303	05.04.24 13:20:00	6.970	8646656	299994	0.000	-1.772	443.803	92.368	-1.768	27.268	-1.753	4.481	268.347	-0.129	-4.479	54.422	-0.625	-0.110	4.089	-44.154	100	0.637	0.777	0.050	-44.559	-43.749
304	05.04.24 13:25:00	6.970	8646656	299994	0.000	-1.772	443.806	92.370	-1.768	27.267	-1.763	3.327	247.791	-1.257	-3.080	53.955	-0.611	-0.125	4.111	-44.212	100	0.627	0.731	0.049	-44.492	-43.931
305	05.04.24 13:30:00	6.970	8646656	299994	0.000	-1.772	443.660	92.341	-1.767	27.270	-1.789	2.498	269.181	-0.036	-2.498	53.807	-0.613	-0.108	4.593	-44.151	100	0.626	0.788	0.051	-44.182	-44.119
306	05.04.24 13:35:00	6.970	8646656	299994	0.000	-1.770	443.837	92.381	-1.766	27.269	-1.755	2.330	259.282	-0.433	-2.289	53.050	-0.586	-0.126	4.300	-43.778	100	0.602	0.731	0.045	-44.150	-43.406
307	05.04.24 13:40:00	6.965	8646656	299994	0.000	-1.767	443.487	92.316	-1.763	27.272	-1.738	2.155	246.800	-0.849	-1.981	52.296	-0.598	-0.149	4.065	-44.231	100	0.619	0.739	0.046	-44.424	-44.037
308	05.04.24 13:45:00	6.970	8646656	299994	0.000	-1.771	443.578	92.336	-1.763	27.272	-1.819	2.450	246.133	-0.991	-2.240	51.797	-0.599	-0.140	4.335	-44.362	100	0.618	0.731	0.045	-44.940	-43.785
309	05.04.24 13:50:00	6.970	8646656	299994	0.000	-1.771	443.721	92.357	-1.766	27.268	-1.737	2.144	257.988	-0.446	-2.097	51.000	-0.593	-0.157	4.323	-44.231	100	0.615	0.738	0.046	-44.696	-43.766
310	05.04.24 13:55:00	6.970	8646656	299994	0.000	-1.770	443.773	92.369	-1.766	27.268	-1.801	1.700	235.624	-0.960	-1.403	50.160	-0.570	-0.141	5.004	-44.412	100	0.589	0.700	0.047	-44.209	-44.614
311	05.04.24 14:00:00	6.970	8646656	299994	0.000	-1.769	443.700	92.356	-1.765	27.271	-1.786	2.118	275.445	0.201	-2.108	48.810	-0.543	-0.155	3.670	-44.508	100	0.567	0.729	0.050	-44.815	-44.201
312	05.04.24 14:05:00	6.970	8646656	299994	0.000	-1.766	443.482	92.318	-1.762	27.273	-1.763	2.022	275.063	0.178	-2.014	47.879	-0.526	-0.165	4.134	-43.888	100	0.554	0.662	0.045	-44.382	-43.395
313	05.04.24 14:10:00	6.970	8646656	299994	0.000	-1.765	443.715	92.372	-1.760	27.275	-1.797	2.216	244.761	-0.945	-2.005	46.805	-0.533	-0.182	4.566	-43.742	100	0.566	0.665	0.046	-43.860	-43.624
314	05.04.24 14:15:00	6.970	8646656	299994	0.000	-1.766	443.920	92.412	-1.761	27.271	-1.714	2.579	282.880	0.575	-2.514	46.345	-0.529	-0.181	4.748	-43.951	100	0.562	0.661	0.045	-43.966	-43.937
315	05.04.24 14:20:00	6.965	8646656	299994	0.000	-1.769	443.894	92.404	-1.762	27.268	-1.746	2.440	247.887	-0.918	-2.260	46.022	-0.521	-0.175	4.772	-44.330	100	0.554	0.667	0.044	-44.439	-44.221
316	05.04.24 14:25:00	6.970	8646656	299994	0.000	-1.770	443.873	92.392	-1.765	27.266	-1.740	2.237	261.618	-0.326	-2.213	45.511	-0.527	-0.171	4.203	-43.957	100	0.557	0.663	0.045	-44.075	-43.840
317	05.04.24 14:30:00	6.976	8646656	299994	0.000	-1.771	443.768	92.367	-1.766	27.265	-1.827	1.838	260.910	-0.290	-1.815	45.751	-0.533	-0.169	4.549	-44.260	100	0.563	0.727	0.050	-44.470	-44.050
318	05.04.24 14:35:00	6.965	8646656	299994	0.000	-1.771	443.899	92.392	-1.767	27.264	-1.746	1.299	258.284	-0.264	-1.272	45.776	-0.550	-0.181	4.596	-44.258	100	0.582	0.678	0.044	-44.822	-43.695
319	05.04.24 14:40:00	6.970	8646656	299994	0.000	-1.772	443.790	92.366	-1.768	27.263	-1.750	3.559	262.644	-0.456	-3.530	46.043	-0.547	-0.175	4.763	-44.377	100	0.577	0.675	0.048	-44.394	-44.360
320	05.04.24 14:45:00	6.965	8646656	299994	0.000	-1.770	443.869	92.385	-1.767	27.264	-1.806	3.906	268.236	-0.120	-3.904	45.979	-0.559	-0.178	4.070	-44.465	100	0.589	0.691	0.045	-44.643	-44.286
321	05.04.24 14:50:00	6.976	8646656	299994	0.000	-1.770	443.792	92.371	-1.766	27.264	-1.757	4.378	276.637	0.506	-4.349	45.768	-0.566	-0.185	4.427	-44.443	100	0.598	0.725	0.049	-44.480	-44.405
322	05.04.24 14:55:00	6.976	8646656	299994	0.000	-1.770	443.578	92.328	-1.766	27.264	-1.789	3.674	259.249	-0.685	-3.610	46.251	-0.600	-0.167	4.360	-44.759	100	0.625	0.773	0.049	-44.971	-44.547
323	05.04.24 15:00:00	6.970	8646656	299993	0.000	-1.771	443.930	92.398	-1.767	27.263	-1.769	3.522	270.595	0.037	-3.521	46.538	-0.623	-0.158	4.626	-44.510	100	0.645	0.798	0.051	-44.742	-44.278
324	05.04.24 15:05:00	6.970	8646656	299994	0.000	-1.771	443.560	92.321	-1.767	27.264	-1.759	3.015	251.742	-0.945	-2.864	46.427	-0.631	-0.164	4.958	-44.140	100	0.654	0.777	0.047	-44.370	-43.910
325	05.04.24 15:10:00	6.970	8646656	299994	0.000	-1.770	443.761	92.365	-1.766	27.264	-1.810	3.413	268.563	-0.086	-3.412	46.266	-0.617	-0.164	4.552	-44.184	100	0.641	0.772	0.045	-44.591	-43.777
326	05.04.24 15:15:00	6.970	8646656	299994	0.000	-1.771	443.706	92.353	-1.766	27.264	-1.761	3.248	272.781	0.158	-3.244	45.388	-0.594	-0.161	4.444	-44.183	100	0.618	0.733	0.042	-44.739	-43.627
327	05.04.24 15:20:00	6.965	8646656	299994	0.000	-1.770	443.648	92.342	-1.766	27.264	-1.753	3.174	259.049	-0.603	-3.116	45.429	-0.596	-0.158	4.414	-44.354	100	0.619	0.744	0.048	-44.848	-43.860
328	05.04.24 15:25:00	6.970	8646656	299994	0.000	-1.772	443.543	92.316	-1.767	27.263	-1.806	3.452	259.567	-0.625	-3.394	45.385	-0.606	-0.149	4.337	-44.249	100	0.627	0.734	0.050	-44.688	-43.810
329	05.04.24 15:30:00	6.970	8646656	299994	0.000	-1.771	443.567	92.320	-1.768	27.263	-1.787	2.758	288.966	0.896	-2.608	44.754	-0.601	-0.175	4.702	-44.502	100	0.629	0.752	0.049	-44.783	-44.221
330	05.04.24 15:35:00	6.965	8646656	299994	0.000	-1.771	443.903	92.392	-1.767	27.264	-1.789	3.552	283.293	0.817	-3.457	46.033	-0.630	-0.144	4.542	-44.558	100	0.648	0.881	0.053	-44.672	-44.444
331	05.04.24 15:40:00	6.970	8650752	299993	0.000	-1.771	443.793	92.371	-1.766	27.264	-1.769	3.988	273.134	0.218	-3.982	46.112	-0.634	-0.152	4.116	-44.062	100	0.654	0.758	0.046	-44.858	-43.266
332	05.04.24 15:45:00	6.965	8654848	299994	0.000	-1.772	443.800	92.372	-1.767	27.267	-1.819	3.599	264.713	-0.332	-3.583	47.046	-0.663	-0.149	4.221	-44.080	100	0.682	0.792	0.048	-44.635	-43.526
333	05.04.24 15:50:00	6.965	8654848	299994	0.000	-1.771	443.700	92.349	-1.767	27.267	-1.797	3.332	277.005	0.406	-3.307	46.939	-0.693	-0.152	4.608	-44.541	100	0.711	0.853	0.049	-44.814	-44.267
334	05.04.24 15:55:00	6.976	8654848	299994	0.000	-1.768	443.675	92.350	-1.765	27.271	-1.740	2.549	251.868	-0.793	-2.422	47.341	-0.708	-0.151	4.497	-44.016	100	0.726	0.856	0.052	-44.163	-43.868
335	05.04.24 16:00:00	6.970	8654848	299994	0.000	-1.769	443.649	92.346	-1.765	27.269	-1.731	3.393	269.988	-0.001	-3.393	48.058	-0.714	-0.149	3.927	-44.750	100	0.732	0.859	0.054	-45.288	-44.213
336	05.04.24 16:05:00	6.965	8654848	299994	0.000	-1.769	443.755	92.365	-1.766	27.268	-1.804	3.019	264.285	-0.301	-3.004	47.836	-0.717	-0.149	4.111	-44.500	100	0.734	0.870	0.054	-44.563	-44.437
337	05.04.24 16:10:00	6.970	8654848	299993	0.000	-1.769	443.657	92.349	-1.764	27.270	-1.787	5.156	257.654	-1.102	-5.037	47.590	-0.702	-0.162	4.356	-44.476	100	0.723	0.829	0.046	-44.888	-44.064
338	05.04.24 16:15:00	6.970	8654848	299994	0.000	-1.768	443.823	92.386	-1.763	27.269	-1.752	4.101	262.157	-0.560	-4.063	47.555	-0.674	-0.169	4.375	-44.573	100	0.697	0.859	0.051	-44.698	-44.448
339	05.04.24 16:20:00	6.970	8654848	299994	0.000	-1.768	443.792	92.379	-1.763	27.271	-1.742	5.217	276.476	0.588	-5.184	47.587	-0.673	-0.161	4.504	-44.810	100	0.694	0.822	0.052	-45.174	-44.447
340	05.04.24 16:25:00	6.965	8654848	299994	0.000	-1.768	443.733	92.366	-1.764	27.267	-1.720	4.039	277.195	0.506	-4.007	46.795	-0.668	-0.170	4.806	-44.487	100	0.692	0.821	0.054	-44.556	-44.418
341	05.04.24 16:30:00	6.970	8654848	299994	0.000	-1.767	443.543	92.328	-1.763	27.267	-1.737	4.617	288.024	1.429	-4.390	47.166	-0.681	-0.154	4.204	-44.250	100	0.700	0.820	0.047	-44.629	-43.871
342	05.04.24 16:35:00	6.970	8654848	299994	0.000	-1.768	443.652	92.349	-1.764	27.267	-1.791	4.319	270.822	0.062	-4.319	47.754	-0.713	-0.170	4.681	-44.836	100	0.735	0.897	0.048	-45.085	-44.586
